district,underground,street,house_number,floor,floors_count,total_meters,living_meters,kitchen_meters,rooms_count,year_construction,house_material_type,heating_type,price_per_month,commissions,author,author_type,phone,url,full_address,lat,lon,nearest_metro,metro_distance_m
Басманный,Электрозаводская,Семеновская набережная,2/1С2,5,9,32.0,,,1,,,,70000,0,ЦАН,real_estate_agent,,https://www.cian.ru/rent/flat/317607385/,"Москва, Семеновская набережная, 2/1С2",55.7766307,37.7056677,Электрозаводская,577.752036161965
Западное Дегунино,Моссельмаш,Коровинское шоссе,15К2,4,14,39.0,,,1,,,,50000,0,ID 130650854,realtor,,https://www.cian.ru/rent/flat/317607365/,"Москва, Коровинское шоссе, 15К2",55.8698488,37.5310609,Селигерская,1208.6143021627079
Нагорный,Варшавская,Варшавское шоссе,71К1,5,9,50.0,,,1,,,,30000,0,ID 12156,realtor,,https://www.cian.ru/rent/flat/317607358/,"Москва, Варшавское шоссе, 71К1",55.6604116,37.6202673,Варшавская,793.6538680788506
Хорошевский,ЦСКА, Полины Осипенко,14К1,6,17,37.0,,,1,,,,75000,0,ID 115739757,homeowner,,https://www.cian.ru/rent/flat/317607340/,"Москва,  Полины Осипенко, 14К1",55.7802107,37.5330044,ЦСКА,711.6128746968881
Южное Бутово,Щербинка, Брусилова,33к1,8,10,44.0,,,1,,,,45000,0,ПАРТНЕР-ХАУС,real_estate_agent,,https://www.cian.ru/rent/flat/317607331/,"Москва,  Брусилова, 33к1",55.5014946,37.595361,Улица Скобелевская,5792.23147860333
Люблино,Люблино,Совхозная ,10Б,6,23,44.0,,,1,,,,90000,0,СТОЛИЦА Департамент недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317607330/,"Москва, Совхозная , 10Б",55.6741939,37.7624125,Люблино,182.92176893241094
Тропарево-Никулино,Озёрная, Мичуринский проспект Олимпийская деревня,25,20,22,38.0,,,1,,,,50000,0,Николай Новиков,realtor,,https://www.cian.ru/rent/flat/317607328/,"Москва,  Мичуринский проспект Олимпийская деревня, 25",55.6717486,37.4567751,Озёрная,492.08203248607873
Южное Бутово,Щербинка, Захарьинские Дворики,3,3,16,38.0,,,1,,,,35000,0,EMPIRE HOME,real_estate_agent,,https://www.cian.ru/rent/flat/317607290/,"Москва,  Захарьинские Дворики, 3",55.5018987,37.5751534,Улица Горчакова,5251.874711583343
Ново-Переделкино,Новопеределкино,Новоорловская ,14,13,14,40.0,,,1,,,,63000,0,ID 48994649,homeowner,,https://www.cian.ru/rent/flat/317607218/,"Москва, Новоорловская , 14",55.636465,37.3608936,Новопеределкино,500.3858488321601
,Ольховая, 3-я Нововатутинская,15к1,8,14,39.7,,,1,,,,47000,0,Светлана Болотникова,realtor,,https://www.cian.ru/rent/flat/317607174/,"Москва,  3-я Нововатутинская, 15к1",55.5162641,37.3383684,Новомосковская,9286.34209833136
Даниловский,Шаболовская, Серпуховский Вал,26,4,8,30.7,,,1,,,,80000,0,ID 11224936,unknown,,https://www.cian.ru/rent/flat/317607142/,"Москва,  Серпуховский Вал, 26",55.7122508,37.6099656,Шаболовская                                                                             ,846.9965265852038
Западное Дегунино,Моссельмаш,Коровинское шоссе,15К2,4,14,39.0,,,1,,,,50000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317607110/,"Москва, Коровинское шоссе, 15К2",55.8698488,37.5310609,Селигерская,1208.6143021627079
Южное Медведково,Свиблово,проезд Дежнева,32,12,22,42.0,,,1,,,,55000,0,ЦАН,real_estate_agent,,https://www.cian.ru/rent/flat/317607023/,"Москва, проезд Дежнева, 32",55.8708918,37.6326559,Отрадное,1943.648739180068
Нагорный,Каховская,Симферопольский бульвар,17К1,5,17,39.8,,,1,,,,50000,0,Наталья Борисюк,realtor,,https://www.cian.ru/rent/flat/317607000/,"Москва, Симферопольский бульвар, 17К1",55.6520393,37.6064407,Севастопольская,507.7678668934983
Марьино,Марьино,Луговой проезд,1/8,2,9,35.0,,,1,,,,55000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317606923/,"Москва, Луговой проезд, 1/8",55.6513469,37.7519538,Марьино,577.2052420054293
Академический,Академическая,Большая Черемушкинская ,20К4,12,17,38.0,,,1,,,,60000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317606921/,"Москва, Большая Черемушкинская , 20К4",55.682472,37.5841737,Академическая                                                                           ,898.0994893873204
Нагатино-Садовники,Варшавская,Старокаширское шоссе,4к2,9,14,42.0,,,1,,,,55000,0,ИНКОМ-Недвижимость. Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317606919/,"Москва, Старокаширское шоссе, 4к2",55.6604995,37.6300113,Варшавская,1043.3689385367998
Очаково-Матвеевское,Матвеевская,Веерная ,32К2,5,5,35.0,,,1,,,,55000,0,ЦАН,real_estate_agent,,https://www.cian.ru/rent/flat/317606886/,"Москва, Веерная , 32К2",55.7109455,37.4807469,Минская,1831.5342115667704
Зюзино,Севастопольская,Чонгарский бульвар,27К2,5,6,32.0,,,1,,,,43000,0,Ксения Симонова,realtor,,https://www.cian.ru/rent/flat/317606858/,"Москва, Чонгарский бульвар, 27К2",55.6523861,37.6003551,Севастопольская,123.08644081325325
Савеловский,Дмитровская,2-я Хуторская ,18К2,1,5,38.0,,,1,,,,50000,0,RENT_BAND,real_estate_agent,,https://www.cian.ru/rent/flat/317606639/,"Москва, 2-я Хуторская , 18К2",55.8067486,37.5751276,Дмитровская,412.4579257875515
Северный,Физтех,Дмитровское шоссе,122Дк7,3,3,37.0,,,1,,,,58000,0,Северная слобода,real_estate_agent,,https://www.cian.ru/rent/flat/317606508/,"Москва, Дмитровское шоссе, 122Дк7",,,,
Кузьминки,Кузьминки, Шумилова,2К1,1,5,33.0,,,1,,,,40000,0,ID 18928541,unknown,,https://www.cian.ru/rent/flat/317606421/,"Москва,  Шумилова, 2К1",55.7090744,37.7697912,Кузьминки                                                                               ,468.03172300365554
Северное Тушино,Планерная, Героев Панфиловцев,22К3,4,12,40.0,,,1,,,,50000,0,ID 130650854,realtor,,https://www.cian.ru/rent/flat/317606238/,"Москва,  Героев Панфиловцев, 22К3",55.8581413,37.4112047,Планерная                                                                               ,1603.2202410238847
Чертаново Центральное,Пражская, Красного Маяка,13К5,2,9,39.0,,,1,,,,40000,0,АРКАНА,real_estate_agent,,https://www.cian.ru/rent/flat/317606120/,"Москва,  Красного Маяка, 13К5",55.6112475,37.5827947,Пражская,1367.527543307532
Северное Измайлово,Щёлковская,9-я Парковая ,66К1,5,5,14.0,,,1,,,,45000,0,АРКАНА,real_estate_agent,,https://www.cian.ru/rent/flat/317605973/,"Москва, 9-я Парковая , 66К1",55.8070594,37.7993516,Щёлковская,264.8253735652955
Дорогомилово,Студенческая,Студенческая ,13,7,9,36.0,,,1,,,,70000,0,Татьяна Уткина,realtor,,https://www.cian.ru/rent/flat/317605795/,"Москва, Студенческая , 13",55.74279,37.5501551,Студенческая,459.2616982308833
Некрасовка,Некрасовка, Льва Яшина,9,4,17,38.0,,,1,,,,45000,0,Евгения Якина,realtor,,https://www.cian.ru/rent/flat/317605685/,"Москва,  Льва Яшина, 9",55.6978936,37.9255472,Некрасовка,637.588491536617
Левобережный,Беломорская,Ленинградское шоссе,108к2,4,17,36.0,,,1,,,,48000,0,ID 60392,realtor,,https://www.cian.ru/rent/flat/317605646/,"Москва, Ленинградское шоссе, 108к2",55.8609368,37.4697118,Беломорская,684.5072158071949
Даниловский,Пролетарская, Симоновский Вал,20К2,5,5,33.0,,,1,,,,60000,0,Лариса Буслаева,realtor,,https://www.cian.ru/rent/flat/317605625/,"Москва,  Симоновский Вал, 20К2",55.7208335,37.6618507,Дубровка,923.3094217929363
Красносельский,Сухаревская,переулок Даев,12/16,7,9,38.0,,,1,,,,80000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317605589/,"Москва, переулок Даев, 12/16",55.7699829,37.6367409,Сретенский бульвар,386.53006884377453
Солнцево,Солнцево,Производственная ,8к1,12,18,39.7,,,1,,,,65000,0,ID 104334127,homeowner,,https://www.cian.ru/rent/flat/317605588/,"Москва, Производственная , 8к1",55.6457594,37.3855311,Солнцево,519.2768628276843
Кунцево,Молодёжная,Рублевское шоссе,109К3,6,9,32.0,,,1,,,,50000,0,Life Style,real_estate_agent,,https://www.cian.ru/rent/flat/317605441/,"Москва, Рублевское шоссе, 109К3",55.7444356,37.4166985,Молодёжная,404.82750957347355
Даниловский,ЗИЛ, Родченко,2,5,14,46.4,,,1,,,,130000,0,WHITE BROKER,real_estate_agent,,https://www.cian.ru/rent/flat/317605434/,"Москва,  Родченко, 2",55.6976902,37.6307964,ЗИЛ,1102.6911042299646
Люблино,Депо,Люблинская ,72к3,15,25,33.2,,,1,,,,68900,0,ПИК-Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317605228/,"Москва, Люблинская , 72к3",55.6667145,37.7331276,Братиславская,1343.5967279183324
Бибирево,Алтуфьево,Алтуфьевское шоссе,74,7,17,38.0,,,1,,,,42000,0,Изумрудный город,real_estate_agent,,https://www.cian.ru/rent/flat/317605214/,"Москва, Алтуфьевское шоссе, 74",55.890361,37.5888057,Алтуфьево,857.9953080967146
,Кедровая,проспект Нововатутинский,13,9,17,38.0,,,1,,,,37000,0,Агентство Алисы Спиридоновой,real_estate_agent,,https://www.cian.ru/rent/flat/317605184/,"Москва, проспект Нововатутинский, 13",55.5201208,37.3479448,Новомосковская,8552.139757524934
Марьино,Марьино, Маршала Голованова,19,4,17,37.8,,,1,,,,50000,0,АРКАНА,real_estate_agent,,https://www.cian.ru/rent/flat/317605148/,"Москва,  Маршала Голованова, 19",55.6440182,37.7307522,Марьино,1023.6798015468021
Новогиреево,Новогиреево,Фрязевская ,3К1,3,12,36.0,,,1,,,,45000,0,EMPIRE HOME,real_estate_agent,,https://www.cian.ru/rent/flat/317605051/,"Москва, Фрязевская , 3К1",55.7454091,37.8180191,Новогиреево,706.057977001382
Покровское-Стрешнево,Тушинская, Большая Набережная,19к3,14,25,43.0,,,1,,,,55000,0,Светлана Цыганкова,realtor,,https://www.cian.ru/rent/flat/317605046/,"Москва,  Большая Набережная, 19к3",55.8305188,37.4582959,Тушинская                                                                               ,1412.623622612646
Чертаново Южное,Лесопарковая,Варшавское шоссе,168,18,23,40.0,,,1,,,,65000,0,Сергей Стахов,realtor,,https://www.cian.ru/rent/flat/317604975/,"Москва, Варшавское шоссе, 168",55.5840582,37.5800824,Лесопарковая,296.3229196205048
Бирюлево Восточное,Царицыно,Загорьевский проезд,3К3,9,12,40.0,,,1,,,,33000,0,Азбука Недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317604949/,"Москва, Загорьевский проезд, 3К3",55.5760848,37.6654126,Аннино,4403.840435031822
Люблино,Перерва,Люблинская ,80к4,23,25,42.0,,,1,,,,60000,0,Светлана Бабко,realtor,,https://www.cian.ru/rent/flat/317604887/,"Москва, Люблинская , 80к4",55.6606923,37.7329844,Братиславская,1107.9380527116411
Ярославский,Медведково,Ярославское шоссе,142,3,12,32.0,,,1,,,,40000,0,ID 130650854,realtor,,https://www.cian.ru/rent/flat/317604536/,"Москва, Ярославское шоссе, 142",55.8754247,37.7202655,Бабушкинская                                                                            ,3560.829650530568
Орехово-Борисово Южное,Зябликово,Гурьевский проезд,31К2,15,17,39.0,,,1,,,,42000,0,Жанна Беляева,realtor,,https://www.cian.ru/rent/flat/317604109/,"Москва, Гурьевский проезд, 31К2",55.6101985,37.7585384,Зябликово,869.5118815609761
Лефортово,Серп и Молот,проезд Шелихова,1к1,11,14,42.0,,,1,,,,100000,0,ГОРОБМЕН,real_estate_agent,,https://www.cian.ru/rent/flat/317604040/,"Москва, проезд Шелихова, 1к1",55.7490095,37.6885229,Площадь Ильича,434.08835422492785
Свиблово,Ботанический сад,Снежная ,14К1,5,9,33.2,,,1,,,,72000,0,Вячеслав Юдин,realtor,,https://www.cian.ru/rent/flat/317603972/,"Москва, Снежная , 14К1",55.850152,37.644952,Ботанический сад,515.7807981159204
Некрасовка,Некрасовка, Ухтомского Ополчения,5,3,17,38.0,,,1,,,,55000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317603959/,"Москва,  Ухтомского Ополчения, 5",55.6990716,37.927994,Некрасовка,514.0400023025938
Митино,Пятницкое шоссе,Муравская ,44к2,16,24,42.0,,,1,,,,65000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317603944/,"Москва, Муравская , 44к2",55.8595237,37.3755755,Пятницкое шоссе,1373.758447216891
Щукино,Стрешнево,Волоколамское шоссе,24к2,13,22,24.0,,,1,,,,65000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317603941/,"Москва, Волоколамское шоссе, 24к2",55.8123849,37.4840145,Стрешнево,225.8947763306836
Богородское,Бульвар Рокоссовского,Погонный проезд,23К3,5,5,25.0,,,1,,,,50000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317603939/,"Москва, Погонный проезд, 23К3",55.8203405,37.7131395,Белокаменная,1332.0249156059651
Южное Бутово,Улица Скобелевская,бульвар Адмирала Ушакова,3,9,22,40.0,,,1,,,,55000,0,ID 131129811,homeowner,,https://www.cian.ru/rent/flat/317603855/,"Москва, бульвар Адмирала Ушакова, 3",55.5470018,37.5548825,Улица Скобелевская,123.55995287321464
Северное Измайлово,Щёлковская,Сиреневый бульвар,65К4,1,5,35.0,,,1,,,,45000,0,Партнер,real_estate_agent,,https://www.cian.ru/rent/flat/317603774/,"Москва, Сиреневый бульвар, 65К4",55.8049481,37.8223129,Щёлковская,1567.3138764381017
Коньково,Беляево, Бутлерова,10,9,9,33.0,,,1,,,,55000,0,ID 130954776,realtor,,https://www.cian.ru/rent/flat/317603522/,"Москва,  Бутлерова, 10",55.6517596,37.5256893,Беляево                                                                                 ,997.5208937018123
Москворечье-Сабурово,Москворечье, Борисовские Пруды,5к1,3,22,43.0,,,1,,,,66000,0,Яндекс Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317603433/,"Москва,  Борисовские Пруды, 5к1",55.6364126,37.7134057,Борисово,1930.9801396271623
Хорошевский,Хорошёвская,1-я Магистральная ,25,7,22,40.0,,,1,,,,98000,0,Яндекс Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317603429/,"Москва, 1-я Магистральная , 25",55.77095,37.517422,Хорошёвская,683.0403760786434
Вешняки,Новогиреево, Старый Гай,1К2,6,9,33.0,,,1,,,,49500,0,Яндекс Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317603414/,"Москва,  Старый Гай, 1К2",55.7411444,37.8312241,Новогиреево,1491.5203228044575
Головинский,Водный стадион,Кронштадтский бульвар,8к2,29,33,32.0,,,1,,,,87000,0,Яндекс Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317603413/,"Москва, Кронштадтский бульвар, 8к2",55.8418998,37.4969736,Водный стадион,684.7752347593039
Пресненский,Деловой центр,набережная Пресненская,8с1,27,42,37.2,,,1,,,,162000,0,Яндекс Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317603397/,"Москва, набережная Пресненская, 8с1",55.7471417,37.5394437,Деловой центр,350.99332422667305
Северное Тушино,Планерная, Героев Панфиловцев,22К3,4,12,40.0,,,1,,,,50000,0,ЦАН,real_estate_agent,,https://www.cian.ru/rent/flat/317603316/,"Москва,  Героев Панфиловцев, 22К3",55.8581413,37.4112047,Планерная                                                                               ,1603.2202410238847
,Рассказовка, Московская,2,9,17,38.0,,,1,,,,40000,0,ПАРТНЕР,real_estate_agent,,https://www.cian.ru/rent/flat/317603234/,"Москва,  Московская, 2",55.943117,37.346911,Пятницкое шоссе,9677.550545408989
Солнцево,Солнцево,Производственная ,8к1,14,20,37.6,,,1,,,,60000,0,ID 12750502,homeowner,,https://www.cian.ru/rent/flat/317603189/,"Москва, Производственная , 8к1",55.6457594,37.3855311,Солнцево,519.2768628276843
Ярославский,Медведково,Ярославское шоссе,142,9,12,32.0,,,1,,,,38000,0,Антон Репин,realtor,,https://www.cian.ru/rent/flat/317603028/,"Москва, Ярославское шоссе, 142",55.8754247,37.7202655,Бабушкинская                                                                            ,3560.829650530568
Богородское,Бульвар Рокоссовского,4-я Гражданская ,39К2,2,5,30.0,,,1,,,,44000,0,ID 53675807,homeowner,,https://www.cian.ru/rent/flat/317603003/,"Москва, 4-я Гражданская , 39К2",55.8081406,37.7183339,Бульвар Рокоссовского,1234.047994701131
Северное Медведково,Медведково,Заревый проезд,5К1,5,12,35.0,,,1,,,,50000,0,Анна Василенко,realtor,,https://www.cian.ru/rent/flat/317602990/,"Москва, Заревый проезд, 5К1",55.8839505,37.6571448,Медведково                                                                              ,445.5429416520117
Дмитровский,Грачёвская,Клязьминская ,8К2,15,17,38.5,,,1,,,,55000,0,Самолет Плюс Москва ЦАО,real_estate_agent,,https://www.cian.ru/rent/flat/317602975/,"Москва, Клязьминская , 8К2",55.8832249,37.5242109,Яхромская,1376.7895579173082
Марьина роща,Марьина Роща,проезд 1-й Марьиной рощи,3,2,5,36.1,,,1,,,,73000,0,Циан х ПИК-Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317602849/,"Москва, проезд 1-й Марьиной рощи, 3",55.794449,37.6232186,Марьина Роща,452.78026857187234
Восточное Измайлово,Первомайская,Измайловский бульвар,63/12к3,1,5,26.0,,,1,,,,30000,0,ID 48976342,unknown,,https://www.cian.ru/rent/flat/317602791/,"Москва, Измайловский бульвар, 63/12к3",55.7978726,37.8142703,Первомайская,999.3234889480034
Хорошево-Мневники,Народное Ополчение,Карамышевская набережная,34,16,20,51.0,,,1,,,,99000,0,Элитный Дом,real_estate_agent,,https://www.cian.ru/rent/flat/317602594/,"Москва, Карамышевская набережная, 34",55.7692177,37.4726728,Народное Ополчение,895.537534414423
Таганский,Пролетарская,Волгоградский проспект,10,2,9,33.0,,,1,,,,55000,0,Мой Дом - отделение Добрынинское,real_estate_agent,,https://www.cian.ru/rent/flat/317602541/,"Москва, Волгоградский проспект, 10",55.729615,37.6749461,Крестьянская застава,617.4965139696866
Марьино,Марьино,Новочеркасский бульвар,45,6,14,39.0,,,1,,,,43000,0,Мой Дом - отделение Добрынинское,real_estate_agent,,https://www.cian.ru/rent/flat/317602537/,"Москва, Новочеркасский бульвар, 45",55.6490074,37.738067,Марьино,335.5775980546759
Свиблово,Свиблово,Ивовая ,4,5,5,30.4,,,1,,,,60000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317602224/,"Москва, Ивовая , 4",55.8588328,37.6435532,Свиблово                                                                                ,701.2115817582519
Орехово-Борисово Северное,Шипиловская,Борисовский проезд,17К1,2,17,36.0,,,1,,,,40000,0,Ирина Беленькая,realtor,,https://www.cian.ru/rent/flat/317602218/,"Москва, Борисовский проезд, 17К1",55.6254526,37.7284321,Шипиловская,1077.0298616084249
Очаково-Матвеевское,Очаково,проезд Стройкомбината,1,20,33,37.0,,,1,,,,78000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317602213/,"Москва, проезд Стройкомбината, 1",55.6831368,37.4477379,Озёрная,1365.0879950318051
Люблино,Люблино,Новороссийская ,4,1,9,16.0,,,1,,,,47000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317602196/,"Москва, Новороссийская , 4",55.680256,37.759777,Люблино,512.1770031098195
Нижегородский,Нижегородская,Рязанский проспект,2/2к2,14,25,20.0,,,1,,,,55000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317601947/,"Москва, Рязанский проспект, 2/2к2",55.727358,37.7413317,Нижегородская,859.642552553545
Чертаново Южное,Лесопарковая,Варшавское шоссе,170Ек7,17,19,40.0,,,1,,,,60000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317601945/,"Москва, Варшавское шоссе, 170Ек7",,,,
Метрогородок,Черкизовская,Тагильская ,3к2,13,31,31.0,,,1,,,,70000,0,ID 65901694,homeowner,,https://www.cian.ru/rent/flat/317601398/,"Москва, Тагильская , 3к2",55.8162947,37.7582995,Бульвар Рокоссовского,1521.1874576328241
Раменки,Аминьевская, Лобачевского,118к1,3,23,50.0,,,1,,,,100000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317601075/,"Москва,  Лобачевского, 118к1",55.693573,37.4692684,Аминьевская,514.4382589961288
Щукино,Октябрьское поле, Маршала Вершинина,3,5,5,35.0,,,1,,,,45000,0,Мой Дом - отделение Добрынинское,real_estate_agent,,https://www.cian.ru/rent/flat/317600912/,"Москва,  Маршала Вершинина, 3",55.791674,37.4877635,Октябрьское Поле                                                                        ,413.29203506881345
Сокол,Сокол,Новопесчаная ,17к4,4,7,42.0,,,1,,,,68000,0,GreenField,real_estate_agent,,https://www.cian.ru/rent/flat/317600858/,"Москва, Новопесчаная , 17к4",55.7975054,37.5158922,Сокол,846.3843702578154
Люблино,Люблино,Белореченская ,10К1,12,17,38.0,,,1,,,,40000,0,Алексей Есин,realtor,,https://www.cian.ru/rent/flat/317600836/,"Москва, Белореченская , 10К1",55.671606,37.7645523,Люблино,498.0185874142067
Даниловский,ЗИЛ, Архитектора Щусева,1,6,14,44.0,,,1,,,,115000,0,ГОРОБМЕН,real_estate_agent,,https://www.cian.ru/rent/flat/317600819/,"Москва,  Архитектора Щусева, 1",55.6997107,37.6377498,ЗИЛ,681.7030047532588
Коньково,Беляево, Академика Арцимовича,5К3,5,5,30.0,,,1,,,,65000,0,ID 5577,realtor,,https://www.cian.ru/rent/flat/317600781/,"Москва,  Академика Арцимовича, 5К3",55.6429148,37.5167645,Беляево                                                                                 ,562.7860438214615
Можайский,Сетунь, Толбухина,2,12,19,42.0,,,1,,,,70000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600773/,"Москва,  Толбухина, 2",55.7173785,37.4030615,Молодёжная,2746.8238791776134
Некрасовка,Некрасовка, Ухтомского Ополчения,3,13,17,37.0,,,1,,,,60000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600770/,"Москва,  Ухтомского Ополчения, 3",55.6998154,37.9266012,Некрасовка,421.5535644129371
,Новомосковская, Липовый Парк,11,4,17,44.0,,,1,,,,50000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600761/,"Москва,  Липовый Парк, 11",55.5663876,37.4857467,Потапово,1603.620300444972
Бескудниковский,Селигерская,Бескудниковский бульвар,19к2,6,16,39.0,,,1,,,,45000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600755/,"Москва, Бескудниковский бульвар, 19к2",55.8654082,37.5581731,Селигерская,617.7604024719467
Тропарево-Никулино,Юго-Западная, Академика Анохина,5К3,3,17,39.0,,,1,,,,67000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600746/,"Москва,  Академика Анохина, 5К3",55.6632683,37.4759959,Юго-Западная,461.15661696993544
Измайлово,Первомайская,Первомайская ,52,3,5,33.0,,,1,,,,43000,0,Светлана Прокопенко,realtor,,https://www.cian.ru/rent/flat/317600727/,"Москва, Первомайская , 52",,,,
,Пыхтино, Летчика Грицевца,4,14,17,48.0,,,1,,,,55000,0,ID 66404512,homeowner,,https://www.cian.ru/rent/flat/317600079/,"Москва,  Летчика Грицевца, 4",55.6234037,37.3035741,Пыхтино,486.4493667845653
,Ольховая, Николо-Хованская,18,6,9,33.2,,,1,,,,52000,0,РЕКОМ НЕДВИЖИМОСТЬ,real_estate_agent,,https://www.cian.ru/rent/flat/317600075/,"Москва,  Николо-Хованская, 18",55.5879535,37.4559542,Прокшино,1405.8867475840957
Очаково-Матвеевское,Аминьевская,Большая Очаковская ,2,15,32,41.0,,,1,,,,85000,0,ПИК-Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317599954/,"Москва, Большая Очаковская , 2",55.6924617,37.4666244,Аминьевская,549.131880130423
Марьино,Братиславская,Мячковский бульвар,3,10,14,39.0,,,1,,,,47000,0,Ольга Тормышова,realtor,,https://www.cian.ru/rent/flat/317599892/,"Москва, Мячковский бульвар, 3",55.653789,37.7542002,Братиславская,698.102901235665
Замоскворечье,Павелецкая,Большой Татарский переулок,4С1,6,9,32.0,,,1,,,,80000,0,Алена Пономарева,realtor,,https://www.cian.ru/rent/flat/317599837/,"Москва, Большой Татарский переулок, 4С1",55.7365385,37.6378812,Павелецкая,672.4046905212724
Хорошевский,Беговая,Хорошевское шоссе,38С5,5,5,25.1,,,1,,,,70000,0,White Bears Estate,real_estate_agent,,https://www.cian.ru/rent/flat/317599516/,"Москва, Хорошевское шоссе, 38С5",55.7780303,37.5361614,Беговая                                                                                 ,817.0269235285224
Левобережный,Речной вокзал,Ленинградское шоссе,94К2,2,31,42.0,,,1,,,,85000,0,ЦАН,real_estate_agent,,https://www.cian.ru/rent/flat/317599449/,"Москва, Ленинградское шоссе, 94К2",55.8558405,37.4717234,Речной вокзал,293.4090432036311
Покровское-Стрешнево,Спартак,Волоколамское шоссе,71/7,14,22,40.0,,,1,,,,65000,0,Александра Тимофеева,realtor,,https://www.cian.ru/rent/flat/317599013/,"Москва, Волоколамское шоссе, 71/7",55.8175592,37.4249108,Спартак                                                                                 ,648.9213082213565
Филевский парк,Фили,Береговой проезд,3,22,30,37.0,,,1,,,,140000,0,ID 131036266,realtor,,https://www.cian.ru/rent/flat/317598959/,"Москва, Береговой проезд, 3",55.7574628,37.5090225,Шелепиха,1040.792016253348
,Филатов Луг, Братьев Бромлей,5к2,7,9,38.0,,,1,,,,50000,0,ID 23229683,homeowner,,https://www.cian.ru/rent/flat/317598760/,"Москва,  Братьев Бромлей, 5к2",55.5664977,37.2875472,Аэропорт Внуково,4531.5629619302235
Ховрино,Водный стадион,Флотская ,9С1,9,11,38.0,,,1,,,,60000,0,ID 120335196,realtor,,https://www.cian.ru/rent/flat/317598624/,"Москва, Флотская , 9С1",55.8546337,37.5013264,Речной вокзал,1580.1205111600402
Южное Тушино,Сходненская,Лодочная ,39С1,2,5,30.0,,,1,,,,50000,0,ID 130954776,realtor,,https://www.cian.ru/rent/flat/317598615/,"Москва, Лодочная , 39С1",55.8418115,37.4632451,Водный стадион,1486.394966510758
Новогиреево,Новогиреево,Зеленый проспект,67К1,1,9,38.0,,,1,,,,43000,0,Анна Максимова,realtor,,https://www.cian.ru/rent/flat/317598467/,"Москва, Зеленый проспект, 67К1",55.7532409,37.8092541,Новогиреево,492.12798681134586
Митино,Митино, Барышиха,27,16,17,44.0,,,1,,,,55000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317598402/,"Москва,  Барышиха, 27",55.8461408,37.3455454,Митино,1044.410785176549
Можайский,Сетунь,Вяземская ,18к1,12,22,39.0,,,1,,,,45000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317598394/,"Москва, Вяземская , 18к1",55.7112219,37.4041565,Давыдково,3022.5925606953156
Тропарево-Никулино,Юго-Западная,Ленинский проспект,158,9,22,18.0,,,1,,,,69900,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317598389/,"Москва, Ленинский проспект, 158",55.6514491,37.4830886,Тропарёво,916.4998791876304
Останкинский,Ботанический сад,Березовая аллея,17к2,10,11,30.0,,,1,,,,63000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317598374/,"Москва, Березовая аллея, 17к2",55.8498036,37.6210791,Ботанический сад                                                                        ,1208.9866173217001
Хорошево-Мневники,Шелепиха,Причальный проезд,10к2,25,35,37.5,,,1,,,,140000,0,ID 131036266,realtor,,https://www.cian.ru/rent/flat/317598274/,"Москва, Причальный проезд, 10к2",55.7606072,37.5160208,Шелепиха,693.7901848712316
