district,underground,street,house_number,floor,floors_count,total_meters,living_meters,kitchen_meters,rooms_count,year_construction,house_material_type,heating_type,price_per_month,commissions,author,author_type,phone,url,full_address,lat,lon,nearest_metro,metro_distance_m
Митино,Митино, Центральная,19,5,5,54.0,,,2,,,,55000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317575725/,"Москва,  Центральная, 19",55.7715873,37.568052,Улица 1905 года,847.0519000943599
Мещанский,Проспект Мира,Грохольский переулок,10/5,5,8,48.0,,,2,,,,125000,0,ID 81466984,homeowner,,https://www.cian.ru/rent/flat/317575704/,"Москва, Грохольский переулок, 10/5",55.7765428,37.6355439,Сухаревская                                  ,427.3702773037612
,Санино, Медовая Долина,3к1,7,7,48.0,,,2,,,,59000,0,ID 12969937,homeowner,,https://www.cian.ru/rent/flat/317575559/,"Москва,  Медовая Долина, 3к1",55.5863897,37.1263797,Аэропорт Внуково,10418.046808224311
Южное Бутово,Бунинская аллея,Бартеневская ,49,4,14,58.0,,,2,,,,60000,0,Юлия Жутикова,realtor,,https://www.cian.ru/rent/flat/317575553/,"Москва, Бартеневская , 49",55.5465109,37.5192672,Улица Горчакова,897.261751284161
Западное Дегунино,Селигерская,Ильменский проезд,17к3,9,23,38.9,,,2,,,,85000,0,Любовь Королева,realtor,,https://www.cian.ru/rent/flat/317575514/,"Москва, Ильменский проезд, 17к3",55.8613034,37.5413134,Селигерская,602.1397381750809
Хорошево-Мневники,Терехово , Нижние Мневники,9,20,21,75.0,,,3,,,,200000,0,ID 7289129,realtor,,https://www.cian.ru/rent/flat/317624411/,"Москва,  Нижние Мневники, 9",55.7515466,37.4526279,Терехово,564.6786511967518
Бирюлево Восточное,,Бирюлевская ,27,2,9,65.0,,,3,,,,62500,0,ID 25881,realtor,,https://www.cian.ru/rent/flat/317624336/,"Москва, Бирюлевская , 27",55.5925664,37.6649471,Орехово,2973.4965364354944
Хорошево-Мневники,Народное Ополчение,Карамышевская набережная,24,2,5,55.0,,,3,,,,70000,0,ID 157954,realtor,,https://www.cian.ru/rent/flat/317624261/,"Москва, Карамышевская набережная, 24",55.7699083,37.4783474,Народное Ополчение,576.2259848445416
Коньково,Коньково, Введенского,31К2,11,14,67.0,,,3,,,,70000,0,Елена Гарбалы,realtor,,https://www.cian.ru/rent/flat/317624178/,"Москва,  Введенского, 31К2",55.6327277,37.533307,Коньково                                                                                ,915.9091207046047
Рязанский,Окская,Мещерский переулок,4,5,5,54.0,,,3,,,,65000,0,ПАРТНЕР,real_estate_agent,,https://www.cian.ru/rent/flat/317623533/,"Москва, Мещерский переулок, 4",55.7158202,37.7782981,Окская,376.1612821173493
Печатники,Печатники, Гурьянова,2К1,5,17,100.0,,,3,,,,110000,0,Penny Lane Moscow,real_estate_agent,,https://www.cian.ru/rent/flat/317623356/,"Москва,  Гурьянова, 2К1",55.6931463,37.7224395,Печатники,288.1792969631076
Раменки,Раменки,Винницкая ,7,4,9,65.0,,,3,,,,85000,0,Ольга Задорова,realtor,,https://www.cian.ru/rent/flat/317623032/,"Москва, Винницкая , 7",55.6987096,37.4944924,Раменки,280.19042466229746
Крюково,Зеленоград — Крюково,Зеленоград,к1539,4,17,74.0,,,3,,,,55000,0,ID 99229163,homeowner,,https://www.cian.ru/rent/flat/317623015/,"Москва, Зеленоград, к1539",55.9779708,37.1565831,Пятницкое шоссе,18344.011750446578
Измайлово,Первомайская,Измайловский бульвар,34,3,16,75.0,,,3,,,,110000,0,Петр Тимохин,realtor,,https://www.cian.ru/rent/flat/317622747/,"Москва, Измайловский бульвар, 34",55.7963235,37.797964,Первомайская,189.19296029017187
Щукино,Стрешнево,Щукинская ,2,18,20,101.3,,,3,,,,200000,0,Арт Риэлти,real_estate_agent,,https://www.cian.ru/rent/flat/317622081/,"Москва, Щукинская , 2",55.8095184,37.4833147,Стрешнево,506.9935817784007
Текстильщики,Текстильщики, 11-я Текстильщиков,11,10,14,76.0,,,3,,,,100000,0,Сирануш Ходжаян,realtor,,https://www.cian.ru/rent/flat/317621894/,"Москва,  11-я Текстильщиков, 11",55.7077473,37.7427169,Текстильщики                                                                            ,708.5901236051715
Раменки,Минская,Минская ,2,26,39,121.0,,,3,,,,420000,0,Intermark Real Estate,real_estate_agent,,https://www.cian.ru/rent/flat/317621873/,"Москва, Минская , 2",55.6460797,37.2615295,Пыхтино,3230.1089486108067
Беговой,Динамо,Ленинградский проспект,29к1,10,19,70.0,,,3,,,,180000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317621582/,"Москва, Ленинградский проспект, 29к1",55.7852404,37.5627461,Динамо,578.9534787353269
Пресненский,Москва-Сити,1-й Красногвардейский проезд,22с2,25,78,96.0,,,3,,,,320000,0,City Nest Realty,real_estate_agent,,https://www.cian.ru/rent/flat/317621575/,"Москва, 1-й Красногвардейский проезд, 22с2",55.7519171,37.5342124,Москва-Сити,403.19557792387104
Лефортово,Москва-Товарная,шоссе Энтузиастов,1к2,11,12,98.0,,,3,,,,160000,0,EMPIRE,real_estate_agent,,https://www.cian.ru/rent/flat/317621559/,"Москва, шоссе Энтузиастов, 1к2",55.7481404,37.6886328,Площадь Ильича,405.17334131373144
Нижегородский,Нижегородская,Перовское шоссе,2к1,16,33,48.0,,,3,,,,120000,0,Геннадий Куликов,realtor,,https://www.cian.ru/rent/flat/317621557/,"Москва, Перовское шоссе, 2к1",55.7337522,37.7383162,Нижегородская,563.7158041121829
Останкинский,Улица Академика Королёва, Академика Королева,3,8,8,99.5,,,3,,,,160000,0,ID 131135900,homeowner,,https://www.cian.ru/rent/flat/317621542/,"Москва,  Академика Королева, 3",55.8193739,37.610191,Телецентр,281.97932443759055
Пресненский,Деловой центр,набережная Пресненская,12,71,93,98.0,,,3,,,,450000,0,City Nest Realty,real_estate_agent,,https://www.cian.ru/rent/flat/317621489/,"Москва, набережная Пресненская, 12",55.75162,37.5440221,Деловой центр,256.7711652537264
Покровское-Стрешнево,Стрешнево,Береговая ,4К2,3,6,142.0,,,3,,,,270000,0,Chase R.E.S.,real_estate_agent,,https://www.cian.ru/rent/flat/317621429/,"Москва, Береговая , 4К2",55.8283043,37.4677476,Водный стадион,1745.9882544854606
Ивановское,Новогиреево, Сталеваров,14К5,8,17,73.0,,,3,,,,60000,0,Центральный Департамент Недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317621315/,"Москва,  Сталеваров, 14К5",55.758678,37.8375717,Новогиреево,1528.85616708058
,Прокшино,проспект Магеллана,4,10,15,71.2,,,3,,,,99000,0,Наталия Марычева,realtor,,https://www.cian.ru/rent/flat/317620935/,"Москва, проспект Магеллана, 4",55.5913814,37.4432655,Прокшино,833.3488765706547
Чертаново Центральное,Пражская,Кировоградская ,32К3,11,12,63.2,,,3,,,,70000,0,Этажи Москва,real_estate_agent,,https://www.cian.ru/rent/flat/317620684/,"Москва, Кировоградская , 32К3",55.6076162,37.5962707,Пражская,739.0011269330979
Кузьминки,Кузьминки,Есенинский бульвар,16,10,14,67.0,,,3,,,,63000,0,Валерий Моисеев,realtor,,https://www.cian.ru/rent/flat/317620482/,"Москва, Есенинский бульвар, 16",55.6997774,37.7766456,Кузьминки                                                                               ,950.0037127823229
Южное Тушино,Сходненская,Парусный проезд,11,4,5,57.0,,,3,,,,75000,0,ID 28047,realtor,,https://www.cian.ru/rent/flat/317619886/,"Москва, Парусный проезд, 11",55.8465352,37.448424,Сходненская                                                                             ,707.354183768513
,Кедровая, 3-я Нововатутинская,15к3,11,14,62.0,,,3,,,,70000,0,Chase R.E.S.,real_estate_agent,,https://www.cian.ru/rent/flat/317619841/,"Москва,  3-я Нововатутинская, 15к3",55.5152436,37.3414512,Новомосковская,9168.020414744693
Пресненский,Улица 1905 года, Климашкина,24,1,4,69.0,,,3,,,,150000,0,ID 98179575,homeowner,,https://www.cian.ru/rent/flat/317619703/,"Москва,  Климашкина, 24",55.7685016,37.5665534,Улица 1905 года,510.61011357121413
Хорошево-Мневники,Серебряный Бор,проспект Маршала Жукова,78,33,48,110.0,,,3,,,,180000,0,Delight Realty,real_estate_agent,,https://www.cian.ru/rent/flat/317619169/,"Москва, проспект Маршала Жукова, 78",55.7800636,37.4500583,Народное Ополчение,2265.02813406573
Останкинский,Ботанический сад,Березовая аллея,19к1,10,18,50.0,,,3,,,,90000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317619015/,"Москва, Березовая аллея, 19к1",55.8490682,37.6242682,Ботанический сад                                                                        ,993.935017656694
Коньково,Беляево,Профсоюзная ,79,2,9,68.0,,,3,,,,90000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317619014/,"Москва, Профсоюзная , 79",55.646281,37.5312541,Беляево                                                                                 ,522.0136564368912
Богородское,Бульвар Рокоссовского,проезд 4-й Подбельского,2К1,7,9,72.6,,,3,,,,80000,0,ID 4662844,unknown,,https://www.cian.ru/rent/flat/317618935/,"Москва, проезд 4-й Подбельского, 2К1",55.81966,37.7247604,Бульвар Рокоссовского,809.3973980404263
Тверской,Новослободская,Весковский переулок,3,2,7,147.4,,,3,,,,450000,0,Семейные Инвестиции,real_estate_agent,,https://www.cian.ru/rent/flat/317618673/,"Москва, Весковский переулок, 3",55.7791357,37.5985964,Менделеевская,260.31162895031997
Дорогомилово,Поклонная,Поклонная ,9,17,34,85.0,,,3,,,,400000,0,Оксана Никора,realtor,,https://www.cian.ru/rent/flat/317618407/,"Москва, Поклонная , 9",55.7290865,37.5002733,Минская,540.1967407901876
Преображенское,Преображенская площадь, Богородский Вал,6К2,5,14,66.5,,,3,,,,70000,0,Правильный выбор,real_estate_agent,,https://www.cian.ru/rent/flat/317618295/,"Москва,  Богородский Вал, 6К2",55.8016957,37.7060185,Преображенская площадь,815.4348610318056
Красносельский,Красносельская,Верхняя Красносельская ,19с2,6,14,91.0,,,3,,,,230000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317618204/,"Москва, Верхняя Красносельская , 19с2",55.7800304,37.6653551,Красносельская,122.89682151732796
Можайский,Давыдково,Гжатская ,5к7,5,15,70.0,,,3,,,,150000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317617910/,"Москва, Гжатская , 5к7",55.7148545,37.4336036,Давыдково,1138.4581148122709
Лефортово,Москва-Товарная,шоссе Энтузиастов,1к2,2,8,70.0,,,3,,,,160000,0,Юлия Воробьева,realtor,,https://www.cian.ru/rent/flat/317617804/,"Москва, шоссе Энтузиастов, 1к2",55.7481404,37.6886328,Площадь Ильича,405.17334131373144
Можайский,Рабочий посёлок,Можайское шоссе,30,3,5,65.0,,,3,,,,90000,0,Дом Сегодня,real_estate_agent,,https://www.cian.ru/rent/flat/317617694/,"Москва, Можайское шоссе, 30",55.7199492,37.4199801,Кунцевская,2021.2037228929526
Очаково-Матвеевское,Аминьевская,Большая Очаковская ,2,14,30,52.0,,,3,,,,115000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317616991/,"Москва, Большая Очаковская , 2",55.6924617,37.4666244,Аминьевская,549.131880130423
Пресненский,Москва-Сити,1-й Красногвардейский проезд,21с1,52,85,170.0,,,3,,,,650000,0,ID 102340291,unknown,,https://www.cian.ru/rent/flat/317616365/,"Москва, 1-й Красногвардейский проезд, 21с1",55.7500448,37.5345516,Москва-Сити,198.52385522399445
Чертаново Южное,Улица Академика Янгеля,3-й Дорожный проезд,1,21,22,70.0,,,3,,,,70000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317615997/,"Москва, 3-й Дорожный проезд, 1",55.6028929,37.6104919,Улица Академика Янгеля,1093.8945847372497
Дмитровский,Яхромская,Лобненская ,9А,1,5,56.0,,,3,,,,55000,0,Николай Новиков,realtor,,https://www.cian.ru/rent/flat/317615975/,"Москва, Лобненская , 9А",55.8880193,37.5382113,Яхромская,1009.7506360236332
Выхино-Жулебино,Юго-Восточная,Ферганская ,9К1,2,12,65.7,,,3,,,,75000,0,ID 97064526,real_estate_agent,,https://www.cian.ru/rent/flat/317615847/,"Москва, Ферганская , 9К1",55.7103115,37.8056771,Выхино                                      ,977.9528194816952
Тверской,Савёловская,Вадковский переулок,16,1,5,60.0,,,3,,,,90000,0,ОЛИМПИК СТАР,real_estate_agent,,https://www.cian.ru/rent/flat/317615380/,"Москва, Вадковский переулок, 16",55.7892863,37.5955855,Савёловская,584.814057421123
Очаково-Матвеевское,Аминьевская,Большая Очаковская ,2,14,30,55.0,,,3,,,,115000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317615281/,"Москва, Большая Очаковская , 2",55.6924617,37.4666244,Аминьевская,549.131880130423
Богородское,Преображенская площадь,Просторная ,5,8,9,65.0,,,3,,,,80000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317614711/,"Москва, Просторная , 5",55.80521,37.7128476,Преображенская площадь,990.1338565363671
Беговой,Белорусская,Ленинградский проспект,5С3,2,7,68.0,,,3,,,,75000,0,Елена Гуглина,realtor,,https://www.cian.ru/rent/flat/317614606/,"Москва, Ленинградский проспект, 5С3",55.7784045,37.5766522,Белорусская,469.74482823601676
Аэропорт,Сокол,Ленинградский проспект,76К4,24,30,120.0,,,3,,,,170000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317614571/,"Москва, Ленинградский проспект, 76К4",55.8067942,37.5161195,Сокол,195.50352872970635
Алексеевский,Алексеевская,проспект Мира,120,5,16,79.0,,,3,,,,100000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317613103/,"Москва, проспект Мира, 120",55.8116699,37.6393551,Алексеевская,320.304718378256
Раменки,Университет,проспект Вернадского,10к2,9,13,72.0,,,3,,,,200000,0,ID 13073296,homeowner,,https://www.cian.ru/rent/flat/317613094/,"Москва, проспект Вернадского, 10к2",55.6883464,37.518802,Университет,1022.3567392582506
Тверской,Савёловская,Вадковский переулок,16,1,5,60.0,,,3,,,,90000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317612796/,"Москва, Вадковский переулок, 16",55.7892863,37.5955855,Савёловская,584.814057421123
Пресненский,Москва-Сити,1-й Красногвардейский проезд,21с1,42,85,168.0,,,3,,,,650000,0,Akrium,real_estate_agent,,https://www.cian.ru/rent/flat/317612751/,"Москва, 1-й Красногвардейский проезд, 21с1",55.7500448,37.5345516,Москва-Сити,198.52385522399445
Рязанский,Окская,Окская ,7А,29,30,55.0,,,3,,,,100000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317612546/,"Москва, Окская , 7А",55.7165446,37.7690857,Окская,825.1389523175059
Орехово-Борисово Южное,Домодедовская,Ясеневая ,12к6,17,25,78.0,,,3,,,,110000,0,ID 80870178,homeowner,,https://www.cian.ru/rent/flat/317612048/,"Москва, Ясеневая , 12к6",55.6005205,37.7331224,Домодедовская,1465.4581743930744
Хорошево-Мневники,Зорге,3-я Хорошевская ,19А,14,23,62.0,,,3,,,,140000,0,ID 55911355,homeowner,,https://www.cian.ru/rent/flat/317611479/,"Москва, 3-я Хорошевская , 19А",55.7847627,37.4966713,Зорге,596.306531043953
Останкинский,Ботанический сад,Березовая аллея,19к2,9,18,77.0,,,3,,,,125000,0,FROM HOMELAND,real_estate_agent,,https://www.cian.ru/rent/flat/317611463/,"Москва, Березовая аллея, 19к2",55.84934,37.6236914,Ботанический сад                                                                        ,1040.0590336229131
Кунцево,Молодёжная, Академика Павлова,24,11,23,89.0,,,3,,,,170000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317611416/,"Москва,  Академика Павлова, 24",55.7460531,37.405412,Молодёжная,923.91543936782
Ивановское,Новогиреево, Чечулина,22,4,9,68.0,,,3,,,,57000,0,Владис,real_estate_agent,,https://www.cian.ru/rent/flat/317610959/,"Москва,  Чечулина, 22",55.781454,37.8327231,Первомайская,2569.888150806908
Коптево,Коптево,Большая Академическая ,47К1,5,18,90.0,,,3,,,,110000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317610653/,"Москва, Большая Академическая , 47К1",55.8354316,37.5355317,Коптево,1066.1134467622453
Басманный,Бауманская,Малая Почтовая ,12,13,13,68.0,,,3,,,,65000,0,ID 13093201,homeowner,,https://www.cian.ru/rent/flat/317610533/,"Москва, Малая Почтовая , 12",55.7710339,37.685239,Бауманская,364.2541586223593
Аэропорт,Динамо,Ленинградский проспект,36с39,15,15,75.0,,,3,,,,220000,0,ID 64760759,homeowner,,https://www.cian.ru/rent/flat/317610511/,"Москва, Ленинградский проспект, 36с39",55.7902222,37.567177,Динамо,578.6084202613351
Рязанский,Окская,Окская ,7А,29,32,50.0,,,3,,,,100000,0,Анжелла Рыжкова,realtor,,https://www.cian.ru/rent/flat/317610409/,"Москва, Окская , 7А",55.7165446,37.7690857,Окская,825.1389523175059
Митино,Пятницкое шоссе,Пятницкое шоссе,41К1,16,17,75.0,,,3,,,,95000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317610082/,"Москва, Пятницкое шоссе, 41К1",55.8565183,37.350702,Пятницкое шоссе,232.85516922769835
Коптево,Коптево,Новопетровская ,3,7,14,64.0,,,3,,,,120000,0,ID 731449,homeowner,,https://www.cian.ru/rent/flat/317610069/,"Москва, Новопетровская , 3",55.8275739,37.5210705,Коптево,1350.9684086961017
Головинский,Водный стадион,Кронштадтский бульвар,9к4,29,32,95.5,,,3,,,,165000,0,ID 63965,unknown,,https://www.cian.ru/rent/flat/317609659/,"Москва, Кронштадтский бульвар, 9к4",55.8433941,37.4892847,Водный стадион,431.68340699842116
Обручевский,Университет Дружбы Народов, Академика Опарина,4к1,13,17,109.0,,,3,,,,187000,0,ID 12956255,homeowner,,https://www.cian.ru/rent/flat/317608723/,"Москва,  Академика Опарина, 4к1",55.6470186,37.5032915,Университет Дружбы Народов,311.82643911439095
Ново-Переделкино,Новопеределкино,Новопеределкинская ,16,13,17,75.0,,,3,,,,90000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317608437/,"Москва, Новопеределкинская , 16",55.6431189,37.3635242,Боровское Шоссе,648.3272021448437
Свиблово,Ботанический сад,проезд Серебрякова,11к1,4,16,84.0,,,3,,,,160000,0,Las Vegas,real_estate_agent,,https://www.cian.ru/rent/flat/317608211/,"Москва, проезд Серебрякова, 11к1",55.8473478,37.6658955,Ростокино,818.9466818338783
Замоскворечье,Серпуховская,Мытная ,7с1,8,14,111.0,,,3,,,,270000,0,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,,https://www.cian.ru/rent/flat/317608197/,"Москва, Мытная , 7с1",55.7221758,37.6186542,Шаболовская                                                                             ,702.3844071197434
Орехово-Борисово Южное,Зябликово,Ясеневая ,32К1,9,9,65.0,,,3,,,,70000,0,Татьяна Мальцева,realtor,,https://www.cian.ru/rent/flat/317607793/,"Москва, Ясеневая , 32К1",55.6039097,37.7404591,Зябликово,993.2789999441703
Басманный,Красные ворота,Малый Козловский переулок,8,1,4,130.0,,,3,,,,300000,0,Apple Real Estate,real_estate_agent,,https://www.cian.ru/rent/flat/317607392/,"Москва, Малый Козловский переулок, 8",55.7645773,37.6481427,Чистые пруды,271.5230058302245
Левобережный,Речной вокзал,Беломорская ,10К2,9,16,64.0,,,3,,,,75000,0,ID 79945390,realtor,,https://www.cian.ru/rent/flat/317607304/,"Москва, Беломорская , 10К2",55.8597256,37.4712202,Речной вокзал,618.1023470229542
Нагорный,Варшавская,Ялтинская ,6,11,14,85.0,,,3,,,,95000,0,ID 19934,realtor,,https://www.cian.ru/rent/flat/317606674/,"Москва, Ялтинская , 6",55.650346,37.6095385,Варшавская,702.5424993279457
Беговой,Белорусская,Бумажный проезд,4,2,20,94.0,,,3,,,,260000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317605587/,"Москва, Бумажный проезд, 4",55.786671,37.5864926,Савёловская,682.9664658828573
Мещанский,Проспект Мира, Гиляровского,36С1а,6,9,82.0,,,3,,,,118000,0,Новый дом,real_estate_agent,,https://www.cian.ru/rent/flat/317605407/,"Москва,  Гиляровского, 36С1а",55.7826041,37.6326024,Проспект Мира                        ,164.23635648005651
Митино,Пятницкое шоссе,Пятницкое шоссе,42,4,16,78.0,,,3,,,,80000,0,ДИАЛОГ ГАРАНТ,real_estate_agent,,https://www.cian.ru/rent/flat/317605285/,"Москва, Пятницкое шоссе, 42",55.8560434,37.3583186,Пятницкое шоссе,247.0569874927225
Обручевский,Новаторская, Новаторов,34К7,10,25,102.1,,,3,,,,140000,0,Life Style,real_estate_agent,,https://www.cian.ru/rent/flat/317605235/,"Москва,  Новаторов, 34К7",55.6646334,37.521165,Новаторская,609.9384421593716
Дмитровский,Яхромская,Коровинское шоссе,16,5,12,70.0,,,3,,,,75000,0,Партнер,real_estate_agent,,https://www.cian.ru/rent/flat/317604428/,"Москва, Коровинское шоссе, 16",55.8745018,37.5290257,Яхромская,1188.1119116813506
Марьино,Марьино,Люблинская ,163/1,7,17,99.0,,,3,,,,105000,0,СТОЛИЦА Департамент недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317604362/,"Москва, Люблинская , 163/1",55.6513201,37.7456224,Марьино,216.37367435781786
Коньково,Коньково, Академика Арцимовича,13,8,9,64.0,,,3,,,,85000,0,СТОЛИЦА Департамент недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317604351/,"Москва,  Академика Арцимовича, 13",55.6390403,37.5128075,Коньково                                                                                ,742.2071263766576
Даниловский,Технопарк,проспект Лихачева,14,10,15,80.0,,,3,,,,140000,0,Партнер,real_estate_agent,,https://www.cian.ru/rent/flat/317603594/,"Москва, проспект Лихачева, 14",55.6889346,37.6556033,Технопарк,861.1324506915992
Отрадное,Отрадное, Декабристов,11,7,12,65.0,,,3,,,,87000,0,ID 21969683,realtor,,https://www.cian.ru/rent/flat/317603438/,"Москва,  Декабристов, 11",55.8666003,37.5993298,Отрадное,498.06824162525805
Хорошевский,Беговая,Хорошевское шоссе,12к1,20,27,75.0,,,3,,,,180500,0,Яндекс Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317603418/,"Москва, Хорошевское шоссе, 12к1",55.7749222,37.5509291,Беговая                                                                                 ,287.6743769885685
Крюково,Зеленоград — Крюково,Зеленоград,к1450,2,17,77.0,,,3,,,,55000,0,ID 13650896,realtor,,https://www.cian.ru/rent/flat/317602449/,"Москва, Зеленоград, к1450",55.9850986,37.1569918,Пятницкое шоссе,18920.233150743512
,Прокшино,проспект Прокшинский,12,16,18,64.0,,,3,,,,100000,0,Яна Мак-Мак,realtor,,https://www.cian.ru/rent/flat/317602388/,"Москва, проспект Прокшинский, 12",55.5919881,37.424359,Прокшино,889.7495109250361
Раменки,Аминьевская, Лобачевского,120к1,17,39,63.0,,,3,,,,185000,0,Простор-недвижимость,real_estate_agent,,https://www.cian.ru/rent/flat/317602346/,"Москва,  Лобачевского, 120к1",55.6961984,37.4698101,Аминьевская,369.9720522797172
Щукино,Октябрьское поле, Берзарина,30А,8,21,63.0,,,3,,,,150000,0,ID 67809108,homeowner,,https://www.cian.ru/rent/flat/317602291/,"Москва,  Берзарина, 30А",55.7890627,37.4734553,Октябрьское Поле                                                                        ,1350.9517047953345
Замоскворечье,Новокузнецкая, Большая Ордынка,9/4С1,5,6,100.0,,,3,,,,190000,0,Intermark Real Estate,real_estate_agent,,https://www.cian.ru/rent/flat/317601764/,"Москва,  Большая Ордынка, 9/4С1",55.7444263,37.6250868,Третьяковская                         ,387.47530941742724
Митино,Пятницкое шоссе,Муравская ,42к1,22,26,50.0,,,3,,,,70000,0,EstateLiga,real_estate_agent,,https://www.cian.ru/rent/flat/317601684/,"Москва, Муравская , 42к1",55.8611188,37.372385,Пятницкое шоссе,1247.4922214430762
Марьино,Братиславская,Белореченская ,34К1,10,16,80.0,,,3,,,,89000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317601360/,"Москва, Белореченская , 34К1",55.6612017,37.7746627,Братиславская,1529.9316646672266
Дмитровский,Лианозово,Лобненская ,12К1,4,16,74.0,,,3,,,,70000,0,Игорь Минеев,realtor,,https://www.cian.ru/rent/flat/317601314/,"Москва, Лобненская , 12К1",55.8921266,37.527058,Лианозово,1323.4395001925695
Очаково-Матвеевское,Аминьевская,Аминьевское шоссе,4Дк3литБ,21,24,76.0,,,3,,,,130000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317601200/,"Москва, Аминьевское шоссе, 4Дк3литБ",,,,
Можайский,Сетунь,Беловежская ,21,7,10,63.0,,,3,,,,90000,0,Замоскворечье,real_estate_agent,,https://www.cian.ru/rent/flat/317600937/,"Москва, Беловежская , 21",55.7124681,37.3927076,Молодёжная,3498.812006179006
Пресненский,Баррикадная,Зоологическая ,28С2,5,20,142.0,,,3,,,,220000,0,Penny Lane Moscow,real_estate_agent,,https://www.cian.ru/rent/flat/317600918/,"Москва, Зоологическая , 28С2",55.7666974,37.5835999,Баррикадная                                                                             ,663.9733932921216
Покровское-Стрешнево,Трикотажная,Волоколамское шоссе,81/2с2,15,25,70.0,,,3,,,,150000,0,ГОРОБМЕН,real_estate_agent,,https://www.cian.ru/rent/flat/317600825/,"Москва, Волоколамское шоссе, 81/2с2",55.825469,37.412051,Тушинская                                                                               ,1557.1294555560535
Головинский,Водный стадион,Кронштадтский бульвар,9к6,8,21,72.0,,,3,,,,150000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600778/,"Москва, Кронштадтский бульвар, 9к6",55.8426956,37.4879388,Водный стадион,331.60274183378186
Строгино,Строгино, Твардовского,6К2,13,16,64.0,,,3,,,,90000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600758/,"Москва,  Твардовского, 6К2",55.7956552,37.3905823,Строгино,1199.4315201169106
Свиблово,Ботанический сад,1-й Ботанический проезд,5,10,14,85.0,,,3,,,,125000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317600756/,"Москва, 1-й Ботанический проезд, 5",55.8515998,37.6343753,Ботанический сад,759.5066663019239
Ломоносовский,Новаторская,Ленинский проспект,95,8,8,71.0,,,3,,,,100000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317600378/,"Москва, Ленинский проспект, 95",55.6743212,37.5262455,Новаторская,546.9098530265121
Хамовники,Парк Культуры, Тимура Фрунзе,8/5,1,4,78.0,,,3,,,,145000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317600336/,"Москва,  Тимура Фрунзе, 8/5",55.7335717,37.5916529,Парк культуры,276.7660067466786
Солнцево,Солнцево, Юлиана Семенова,8к1,2,12,90.0,,,3,,,,85000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317600035/,"Москва,  Юлиана Семенова, 8к1",55.6430647,37.394406,Солнцево,728.4603266163941
,Саларьево,Родниковая ,9Ак3,9,18,75.0,,,3,,,,100000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317599930/,"Москва, Родниковая , 9Ак3",,,,
Солнцево,Солнцево, Юлиана Семенова,8к2,15,16,85.0,,,3,,,,100000,0,Надежда Волкова,realtor,,https://www.cian.ru/rent/flat/317599833/,"Москва,  Юлиана Семенова, 8к2",55.6445574,37.3928013,Солнцево,541.4184982040497
Лефортово,Серп и Молот,Волочаевская ,16,5,16,70.0,,,3,,,,120000,0,Владимир Волошинов,realtor,,https://www.cian.ru/rent/flat/317599776/,"Москва, Волочаевская , 16",55.7555152,37.6791077,Площадь Ильича,948.5931963634208
Аэропорт,Гражданская,Кочновский проезд,4к1,27,34,102.0,,,3,,,,150000,0,Агентство недвижимости Елены Кузнецовой,real_estate_agent,,https://www.cian.ru/rent/flat/317599464/,"Москва, Кочновский проезд, 4к1",55.8065607,37.5426613,Аэропорт,927.674386996354
